,date
5155,2000-10-18 14:56:00
5156,2000-10-18 15:07:00
5157,2000-10-18 15:09:00
5158,2000-10-18 15:23:00
5159,2000-10-18 15:29:00
5160,2000-10-18 16:19:00
5161,2000-10-18 16:32:00
5162,2000-10-18 19:20:00
5163,2000-10-18 22:02:00
5164,2000-10-18 22:40:00
5165,2000-10-18 22:41:00
5166,2000-10-18 22:41:00
5167,2000-10-18 22:42:00
5168,2000-10-18 22:42:00
5169,2000-10-18 22:44:00
5170,2000-10-18 22:53:00
5171,2000-10-19 07:51:00
5172,2000-10-19 09:02:00
5173,2000-10-19 09:07:00
5174,2000-10-19 09:13:00
5175,2000-10-19 09:33:00
5176,2000-10-19 10:15:00
5177,2000-10-19 10:49:00
5178,2000-10-19 10:55:00
5179,2000-10-19 11:21:00
5180,2000-10-19 11:24:00
5181,2000-10-19 11:59:00
5182,2000-10-19 12:33:00
5183,2000-10-19 12:33:00
5184,2000-10-19 13:26:00
5185,2000-10-19 13:28:00
5186,2000-10-19 14:26:00
5187,2000-10-19 14:31:00
5188,2000-10-19 15:01:00
5189,2000-10-19 15:42:00
5190,2000-10-19 16:51:00
5191,2000-10-19 18:06:00
5192,2000-10-19 19:29:00
5193,2000-10-19 19:36:00
5194,2000-10-19 20:46:00
5195,2000-10-20 08:05:00
5196,2000-10-20 08:15:00
5197,2000-10-20 09:07:00
5198,2000-10-20 09:44:00
5199,2000-10-20 09:49:00
5200,2000-10-20 09:56:00
5201,2000-10-20 09:57:00
5202,2000-10-20 09:58:00
5203,2000-10-20 09:59:00
5204,2000-10-20 10:06:00
5205,2000-10-20 10:36:00
5206,2000-10-20 10:56:00
5207,2000-10-20 10:56:00
5208,2000-10-20 11:15:00
5209,2000-10-20 11:26:00
5210,2000-10-20 11:42:00
5211,2000-10-20 11:49:00
5212,2000-10-20 13:05:00
5213,2000-10-20 13:21:00
5214,2000-10-20 13:23:00
5215,2000-10-20 13:33:00
5216,2000-10-20 14:09:00
5217,2000-10-20 14:13:00
5218,2000-10-20 15:34:00
5219,2000-10-20 17:52:00
5220,2000-10-20 18:15:00
5221,2000-10-21 11:45:00
5222,2000-10-21 12:35:00
5223,2000-10-21 13:27:00
5224,2000-10-23 07:42:00
5225,2000-10-23 08:02:00
5226,2000-10-23 08:26:00
5227,2000-10-23 08:26:00
5228,2000-10-23 08:33:00
5229,2000-10-23 09:00:00
5230,2000-10-23 09:32:00
5231,2000-10-23 09:45:00
5232,2000-10-23 10:00:00
5233,2000-10-23 10:03:00
5234,2000-10-23 10:38:00
5235,2000-10-23 11:00:00
5236,2000-10-23 13:13:00
5237,2000-10-23 13:22:00
5238,2000-10-23 13:50:00
5239,2000-10-23 13:52:00
5240,2000-10-23 14:05:00
5241,2000-10-23 14:44:00
5242,2000-10-23 14:47:00
5243,2000-10-23 14:48:00
5244,2000-10-23 14:54:00
5245,2000-10-23 15:12:00
5246,2000-10-23 15:27:00
5247,2000-10-23 15:29:00
5248,2000-10-23 15:36:00
5249,2000-10-23 15:46:00
5250,2000-10-23 15:55:00
5251,2000-10-23 16:14:00
5252,2000-10-23 16:25:00
5253,2000-10-23 16:28:00
5254,2000-10-23 16:38:00
5255,2000-10-23 16:53:00
5256,2000-10-23 17:32:00
5257,2000-10-24 08:00:00
5258,2000-10-24 08:16:00
5259,2000-10-24 08:23:00
5260,2000-10-24 08:29:00
5261,2000-10-24 09:16:00
5262,2000-10-24 09:53:00
5263,2000-10-24 09:54:00
5264,2000-10-24 10:00:00
5265,2000-10-24 10:26:00
5266,2000-10-24 10:29:00
5267,2000-10-24 10:33:00
5268,2000-10-24 10:54:00
5269,2000-10-24 11:32:00
5270,2000-10-24 12:15:00
5271,2000-10-24 12:16:00
5272,2000-10-24 12:27:00
5273,2000-10-24 12:43:00
5274,2000-10-24 12:52:00
5275,2000-10-24 13:09:00
5276,2000-10-24 13:15:00
5277,2000-10-24 13:26:00
5278,2000-10-24 13:26:00
5279,2000-10-24 14:02:00
5280,2000-10-24 14:07:00
5281,2000-10-24 14:24:00
5282,2000-10-24 14:36:00
5283,2000-10-24 14:42:00
5284,2000-10-24 14:45:00
5285,2000-10-24 14:45:00
5286,2000-10-24 14:51:00
5287,2000-10-24 15:02:00
5288,2000-10-24 15:25:00
5289,2000-10-24 15:49:00
5290,2000-10-24 15:59:00
5291,2000-10-24 16:00:00
5292,2000-10-24 16:09:00
5293,2000-10-24 16:21:00
5294,2000-10-24 16:28:00
5295,2000-10-24 16:31:00
5296,2000-10-24 16:31:00
5297,2000-10-24 16:37:00
5298,2000-10-24 16:38:00
5299,2000-10-24 16:43:00
5300,2000-10-24 16:45:00
5301,2000-10-24 16:55:00
5302,2000-10-24 17:01:00
5303,2000-10-24 17:03:00
5304,2000-10-24 17:08:00
5305,2000-10-24 17:19:00
5306,2000-10-24 17:34:00
5307,2000-10-24 17:41:00
5308,2000-10-24 17:55:00
5309,2000-10-24 18:59:00
5310,2000-10-24 20:30:00
5311,2000-10-24 20:32:00
5312,2000-10-24 20:33:00
5313,2000-10-25 07:20:00
5314,2000-10-25 07:34:00
5315,2000-10-25 07:35:00
5316,2000-10-25 08:22:00
5317,2000-10-25 08:31:00
5318,2000-10-25 08:59:00
5319,2000-10-25 09:00:00
5320,2000-10-25 09:04:00
5321,2000-10-25 09:13:00
5322,2000-10-25 09:21:00
5323,2000-10-25 09:33:00
5324,2000-10-25 09:59:00
5325,2000-10-25 10:02:00
5326,2000-10-25 10:06:00
5327,2000-10-25 10:13:00
5328,2000-10-25 10:25:00
5329,2000-10-25 10:48:00
5330,2000-10-25 10:52:00
5331,2000-10-25 11:14:00
5332,2000-10-25 11:35:00
5333,2000-10-25 11:42:00
5334,2000-10-25 11:54:00
5335,2000-10-25 11:57:00
5336,2000-10-25 12:00:00
5337,2000-10-25 12:08:00
5338,2000-10-25 12:53:00
5339,2000-10-25 12:56:00
5340,2000-10-25 12:59:00
5341,2000-10-25 13:37:00
5342,2000-10-25 13:50:00
5343,2000-10-25 13:55:00
5344,2000-10-25 14:16:00
5345,2000-10-25 14:21:00
5346,2000-10-25 14:26:00
5347,2000-10-25 14:30:00
5348,2000-10-25 14:54:00
5349,2000-10-25 15:07:00
5350,2000-10-25 15:11:00
5351,2000-10-25 15:12:00
5352,2000-10-25 15:14:00
5353,2000-10-25 15:20:00
5354,2000-10-25 15:20:00
5355,2000-10-25 15:25:00
5356,2000-10-25 15:28:00
5357,2000-10-25 15:34:00
5358,2000-10-25 15:50:00
5359,2000-10-25 16:08:00
5360,2000-10-25 16:22:00
5361,2000-10-25 16:55:00
5362,2000-10-25 17:05:00
5363,2000-10-25 17:13:00
5364,2000-10-25 17:33:00
5365,2000-10-25 17:41:00
5366,2000-10-25 17:55:00
5367,2000-10-26 08:21:00
5368,2000-10-26 08:23:00
5369,2000-10-26 08:31:00
5370,2000-10-26 08:42:00
5371,2000-10-26 08:52:00
5372,2000-10-26 08:58:00
5373,2000-10-26 09:05:00
5374,2000-10-26 09:10:00
5375,2000-10-26 09:11:00
5376,2000-10-26 09:12:00
5377,2000-10-26 09:31:00
5378,2000-10-26 09:41:00
5379,2000-10-26 09:46:00
5380,2000-10-26 09:50:00
5381,2000-10-26 09:51:00
5382,2000-10-26 09:57:00
5383,2000-10-26 10:41:00
5384,2000-10-26 10:44:00
5385,2000-10-26 10:55:00
5386,2000-10-26 11:07:00
5387,2000-10-26 12:26:00
5388,2000-10-26 13:07:00
5389,2000-10-26 13:13:00
5390,2000-10-26 13:36:00
5391,2000-10-26 13:49:00
5392,2000-10-26 14:15:00
5393,2000-10-26 14:25:00
5394,2000-10-26 14:41:00
5395,2000-10-26 15:05:00
5396,2000-10-26 15:18:00
5397,2000-10-26 15:46:00
5398,2000-10-26 16:20:00
5399,2000-10-26 16:23:00
5400,2000-10-26 16:31:00
5401,2000-10-26 16:35:00
5402,2000-10-26 16:48:00
5403,2000-10-26 16:51:00
5404,2000-10-26 16:55:00
5405,2000-10-26 17:27:00
5406,2000-10-26 19:53:00
5407,2000-10-27 08:05:00
5408,2000-10-27 08:49:00
5409,2000-10-27 09:01:00
5410,2000-10-27 10:56:00
5411,2000-10-27 11:38:00
5412,2000-10-27 11:58:00
5413,2000-10-27 12:56:00
5414,2000-10-27 15:02:00
5415,2000-10-27 15:30:00
5416,2000-10-27 15:58:00
5417,2000-10-27 16:10:00
5418,2000-10-27 16:14:00
5419,2000-10-27 16:18:00
5420,2000-10-27 16:24:00
5421,2000-10-27 16:39:00
5422,2000-10-27 17:20:00
5423,2000-10-28 12:30:00
5424,2000-10-28 12:35:00
5425,2000-10-28 12:54:00
5426,2000-10-28 13:00:00
5427,2000-10-28 13:19:00
5428,2000-10-28 13:20:00
5429,2000-10-28 16:14:00
5430,2000-10-28 19:23:00
5431,2000-10-29 09:01:00
5432,2000-10-29 09:03:00
5433,2000-10-29 11:39:00
5434,2000-10-30 07:01:00
5435,2000-10-30 07:53:00
5436,2000-10-30 08:20:00
5437,2000-10-30 09:21:00
5438,2000-10-30 09:33:00
5439,2000-10-30 09:37:00
5440,2000-10-30 09:52:00
5441,2000-10-30 09:52:00
5442,2000-10-30 10:07:00
5443,2000-10-30 10:08:00
5444,2000-10-30 10:16:00
5445,2000-10-30 10:21:00
5446,2000-10-30 10:32:00
5447,2000-10-30 10:36:00
5448,2000-10-30 10:39:00
5449,2000-10-30 10:42:00
5450,2000-10-30 10:49:00
5451,2000-10-30 10:51:00
5452,2000-10-30 10:57:00
5453,2000-10-30 11:08:00
5454,2000-10-30 11:30:00
5455,2000-10-30 12:02:00
5456,2000-10-30 12:08:00
5457,2000-10-30 12:09:00
5458,2000-10-30 12:12:00
5459,2000-10-30 12:52:00
5460,2000-10-30 12:55:00
5461,2000-10-30 13:12:00
5462,2000-10-30 13:16:00
5463,2000-10-30 13:17:00
5464,2000-10-30 13:21:00
5465,2000-10-30 13:23:00
5466,2000-10-30 13:28:00
5467,2000-10-30 13:31:00
5468,2000-10-30 13:35:00
5469,2000-10-30 14:02:00
5470,2000-10-30 14:04:00
5471,2000-10-30 14:06:00
5472,2000-10-30 14:39:00
5473,2000-10-30 14:41:00
5474,2000-10-30 15:05:00
5475,2000-10-30 15:06:00
5476,2000-10-30 15:20:00
5477,2000-10-30 15:47:00
5478,2000-10-30 15:55:00
5479,2000-10-30 15:57:00
5480,2000-10-30 15:57:00
5481,2000-10-30 16:00:00
5482,2000-10-30 16:42:00
5483,2000-10-30 17:03:00
5484,2000-10-30 17:04:00
5485,2000-10-30 17:11:00
5486,2000-10-30 17:11:00
5487,2000-10-30 17:41:00
5488,2000-10-30 18:51:00
5489,2000-10-30 18:53:00
5490,2000-10-30 18:56:00
5491,2000-10-30 19:04:00
5492,2000-10-30 21:06:00
5493,2000-10-30 23:28:00
5494,2000-10-30 23:36:00
5495,2000-10-30 23:43:00
5496,2000-10-31 00:32:00
5497,2000-10-31 01:20:00
5498,2000-10-31 07:29:00
5499,2000-10-31 07:35:00
5500,2000-10-31 08:01:00
5501,2000-10-31 08:11:00
5502,2000-10-31 08:16:00
5503,2000-10-31 08:21:00
5504,2000-10-31 08:25:00
5505,2000-10-31 08:28:00
5506,2000-10-31 08:34:00
5507,2000-10-31 08:43:00
5508,2000-10-31 09:11:00
5509,2000-10-31 09:36:00
5510,2000-10-31 09:36:00
5511,2000-10-31 09:47:00
5512,2000-10-31 09:53:00
5513,2000-10-31 10:02:00
5514,2000-10-31 10:09:00
5515,2000-10-31 10:11:00
5516,2000-10-31 10:36:00
5517,2000-10-31 10:51:00
5518,2000-10-31 10:53:00
5519,2000-10-31 10:55:00
5520,2000-10-31 11:30:00
5521,2000-10-31 11:58:00
5522,2000-10-31 12:07:00
5523,2000-10-31 12:23:00
5524,2000-10-31 12:24:00
5525,2000-10-31 13:12:00
5526,2000-10-31 13:16:00
5527,2000-10-31 13:25:00
5528,2000-10-31 13:41:00
5529,2000-10-31 15:00:00
5530,2000-10-31 15:10:00
5531,2000-10-31 15:37:00
5532,2000-10-31 15:42:00
5533,2000-10-31 16:07:00
5534,2000-10-31 16:12:00
5535,2000-10-31 16:12:00
5536,2000-10-31 16:35:00
5537,2000-10-31 17:00:00
5538,2000-10-31 17:17:00
5539,2000-10-31 17:37:00
5540,2000-11-01 07:29:00
5541,2000-11-01 07:44:00
5542,2000-11-01 07:48:00
5543,2000-11-01 08:22:00
5544,2000-11-01 08:36:00
5545,2000-11-01 08:51:00
5546,2000-11-01 08:57:00
5547,2000-11-01 09:19:00
5548,2000-11-01 09:49:00
5549,2000-11-01 10:21:00
5550,2000-11-01 10:39:00
5551,2000-11-01 11:02:00
5552,2000-11-01 11:09:00
5553,2000-11-01 11:09:00
5554,2000-11-01 11:15:00
5555,2000-11-01 11:33:00
5556,2000-11-01 11:34:00
5557,2000-11-01 11:54:00
5558,2000-11-01 12:00:00
5559,2000-11-01 13:17:00
5560,2000-11-01 13:22:00
5561,2000-11-01 13:31:00
5562,2000-11-01 14:19:00
5563,2000-11-01 14:22:00
5564,2000-11-01 14:55:00
5565,2000-11-01 15:00:00
5566,2000-11-01 15:35:00
5567,2000-11-01 15:43:00
5568,2000-11-01 15:59:00
5569,2000-11-01 16:12:00
5570,2000-11-01 16:35:00
5571,2000-11-01 16:43:00
5572,2000-11-01 16:52:00
5573,2000-11-01 17:21:00
5574,2000-11-01 17:27:00
5575,2000-11-01 17:58:00
5576,2000-11-01 21:10:00
5577,2000-11-02 07:54:00
5578,2000-11-02 08:36:00
5579,2000-11-02 09:06:00
5580,2000-11-02 09:25:00
5581,2000-11-02 09:32:00
5582,2000-11-02 10:01:00
5583,2000-11-02 10:01:00
5584,2000-11-02 10:48:00
5585,2000-11-02 10:50:00
5586,2000-11-02 11:49:00
5587,2000-11-02 13:25:00
5588,2000-11-02 13:55:00
5589,2000-11-02 14:10:00
5590,2000-11-02 14:50:00
5591,2000-11-02 14:54:00
5592,2000-11-02 16:41:00
5593,2000-11-02 17:18:00
5594,2000-11-02 17:21:00
5595,2000-11-02 18:59:00
5596,2000-11-02 21:56:00
5597,2000-11-03 08:28:00
5598,2000-11-03 08:31:00
5599,2000-11-03 08:31:00
5600,2000-11-03 08:36:00
5601,2000-11-03 08:57:00
5602,2000-11-03 09:42:00
5603,2000-11-03 09:43:00
5604,2000-11-03 12:00:00
5605,2000-11-03 12:01:00
5606,2000-11-03 12:15:00
5607,2000-11-03 13:44:00
5608,2000-11-03 13:47:00
5609,2000-11-03 13:56:00
5610,2000-11-03 13:57:00
5611,2000-11-03 14:04:00
5612,2000-11-03 14:09:00
5613,2000-11-03 14:15:00
5614,2000-11-03 14:45:00
5615,2000-11-03 14:48:00
5616,2000-11-03 14:56:00
5617,2000-11-03 15:00:00
5618,2000-11-03 15:12:00
5619,2000-11-03 15:13:00
5620,2000-11-03 15:22:00
5621,2000-11-03 15:38:00
5622,2000-11-03 15:39:00
5623,2000-11-03 15:43:00
5624,2000-11-03 16:33:00
5625,2000-11-03 16:35:00
5626,2000-11-03 16:43:00
5627,2000-11-03 16:53:00
5628,2000-11-03 16:54:00
5629,2000-11-03 17:14:00
5630,2000-11-03 17:23:00
5631,2000-11-03 17:26:00
5632,2000-11-03 17:46:00
5633,2000-11-03 17:55:00
5634,2000-11-04 15:06:00
5635,2000-11-05 16:43:00
5636,2000-11-05 19:38:00
5637,2000-11-06 07:54:00
5638,2000-11-06 08:22:00
5639,2000-11-06 08:24:00
5640,2000-11-06 09:46:00
5641,2000-11-06 09:54:00
5642,2000-11-06 10:07:00
5643,2000-11-06 10:22:00
5644,2000-11-06 10:23:00
5645,2000-11-06 10:27:00
5646,2000-11-06 10:30:00
5647,2000-11-06 10:37:00
5648,2000-11-06 10:48:00
5649,2000-11-06 11:54:00
5650,2000-11-06 11:55:00
5651,2000-11-06 11:57:00
5652,2000-11-06 12:08:00
5653,2000-11-06 12:08:00
5654,2000-11-06 12:12:00
5655,2000-11-06 12:52:00
5656,2000-11-06 13:03:00
5657,2000-11-06 13:15:00
5658,2000-11-06 13:16:00
5659,2000-11-06 13:28:00
5660,2000-11-06 13:31:00
5661,2000-11-06 13:38:00
5662,2000-11-06 13:45:00
5663,2000-11-06 13:54:00
5664,2000-11-06 14:05:00
5665,2000-11-06 14:08:00
5666,2000-11-06 14:12:00
5667,2000-11-06 14:51:00
5668,2000-11-06 14:55:00
5669,2000-11-06 16:07:00
5670,2000-11-06 16:22:00
5671,2000-11-06 16:43:00
5672,2000-11-06 16:59:00
5673,2000-11-06 17:01:00
5674,2000-11-06 17:04:00
5675,2000-11-06 17:05:00
5676,2000-11-06 17:42:00
5677,2000-11-06 18:03:00
5678,2000-11-06 18:45:00
5679,2000-11-06 19:20:00
5680,2000-11-06 22:36:00
5681,2000-11-07 03:37:00
5682,2000-11-07 08:03:00
5683,2000-11-07 08:05:00
5684,2000-11-07 08:16:00
5685,2000-11-07 08:48:00
5686,2000-11-07 08:59:00
5687,2000-11-07 09:23:00
5688,2000-11-07 09:40:00
5689,2000-11-07 09:56:00
5690,2000-11-07 10:09:00
5691,2000-11-07 10:15:00
5692,2000-11-07 10:28:00
5693,2000-11-07 10:34:00
5694,2000-11-07 11:01:00
5695,2000-11-07 12:05:00
5696,2000-11-07 12:06:00
5697,2000-11-07 12:07:00
5698,2000-11-07 12:39:00
5699,2000-11-07 13:14:00
5700,2000-11-07 13:19:00
5701,2000-11-07 13:26:00
5702,2000-11-07 13:39:00
5703,2000-11-07 13:41:00
5704,2000-11-07 13:50:00
5705,2000-11-07 13:55:00
5706,2000-11-07 13:59:00
5707,2000-11-07 14:17:00
5708,2000-11-07 14:23:00
5709,2000-11-07 14:26:00
5710,2000-11-07 14:36:00
5711,2000-11-07 14:54:00
5712,2000-11-07 15:26:00
5713,2000-11-07 15:54:00
5714,2000-11-07 15:54:00
5715,2000-11-07 15:56:00
5716,2000-11-07 16:27:00
5717,2000-11-07 16:40:00
5718,2000-11-07 16:57:00
5719,2000-11-07 17:01:00
5720,2000-11-07 17:11:00
5721,2000-11-07 18:06:00
5722,2000-11-07 18:42:00
5723,2000-11-08 08:23:00
5724,2000-11-08 08:46:00
5725,2000-11-08 09:07:00
5726,2000-11-08 09:15:00
5727,2000-11-08 09:16:00
5728,2000-11-08 09:17:00
5729,2000-11-08 09:48:00
5730,2000-11-08 10:31:00
5731,2000-11-08 10:32:00
5732,2000-11-08 11:04:00
5733,2000-11-08 11:14:00
5734,2000-11-08 11:27:00
5735,2000-11-08 11:45:00
5736,2000-11-08 11:47:00
5737,2000-11-08 11:50:00
5738,2000-11-08 11:52:00
5739,2000-11-08 11:53:00
5740,2000-11-08 12:50:00
5741,2000-11-08 12:51:00
5742,2000-11-08 13:04:00
5743,2000-11-08 13:41:00
5744,2000-11-08 14:12:00
5745,2000-11-08 14:13:00
5746,2000-11-08 15:21:00
5747,2000-11-08 15:31:00
5748,2000-11-08 16:09:00
5749,2000-11-08 16:09:00
5750,2000-11-08 16:12:00
5751,2000-11-08 16:29:00
5752,2000-11-08 16:54:00
5753,2000-11-08 17:07:00
5754,2000-11-08 17:08:00
5755,2000-11-08 17:14:00
5756,2000-11-08 18:26:00
5757,2000-11-08 19:01:00
5758,2000-11-08 19:12:00
5759,2000-11-09 08:02:00
5760,2000-11-09 09:29:00
5761,2000-11-09 09:43:00
5762,2000-11-09 10:12:00
5763,2000-11-09 10:15:00
5764,2000-11-09 10:41:00
5765,2000-11-09 10:59:00
5766,2000-11-09 11:17:00
5767,2000-11-09 11:38:00
5768,2000-11-09 11:44:00
5769,2000-11-09 12:05:00
5770,2000-11-09 12:14:00
5771,2000-11-09 12:15:00
5772,2000-11-09 12:26:00
5773,2000-11-09 13:09:00
5774,2000-11-09 13:39:00
5775,2000-11-09 13:53:00
5776,2000-11-09 14:33:00
5777,2000-11-09 14:55:00
5778,2000-11-09 15:02:00
5779,2000-11-09 15:35:00
5780,2000-11-09 15:38:00
5781,2000-11-09 15:50:00
5782,2000-11-09 15:54:00
5783,2000-11-09 16:14:00
5784,2000-11-09 17:28:00
5785,2000-11-09 17:30:00
5786,2000-11-09 18:44:00
5787,2000-11-09 19:30:00
5788,2000-11-09 19:51:00
5789,2000-11-10 08:29:00
5790,2000-11-10 08:48:00
5791,2000-11-10 08:52:00
5792,2000-11-10 09:04:00
5793,2000-11-10 09:16:00
5794,2000-11-10 09:17:00
5795,2000-11-10 09:25:00
5796,2000-11-10 09:26:00
5797,2000-11-10 09:31:00
5798,2000-11-10 09:57:00
5799,2000-11-10 10:09:00
5800,2000-11-10 10:15:00
5801,2000-11-10 10:48:00
5802,2000-11-10 10:52:00
5803,2000-11-10 10:54:00
5804,2000-11-10 12:03:00
5805,2000-11-10 12:21:00
5806,2000-11-10 12:42:00
5807,2000-11-10 12:48:00
5808,2000-11-10 13:00:00
5809,2000-11-10 13:03:00
5810,2000-11-10 13:04:00
5811,2000-11-10 13:11:00
5812,2000-11-10 13:11:00
5813,2000-11-10 13:30:00
5814,2000-11-10 13:42:00
5815,2000-11-10 13:59:00
5816,2000-11-10 14:11:00
5817,2000-11-10 14:14:00
5818,2000-11-10 14:21:00
5819,2000-11-10 14:25:00
5820,2000-11-10 14:54:00
5821,2000-11-10 14:59:00
5822,2000-11-10 15:07:00
5823,2000-11-10 15:17:00
5824,2000-11-10 15:56:00
5825,2000-11-10 16:10:00
5826,2000-11-10 16:21:00
5827,2000-11-10 16:56:00
5828,2000-11-10 17:05:00
5829,2000-11-10 17:25:00
5830,2000-11-10 17:30:00
5831,2000-11-12 14:27:00
5832,2000-11-12 14:33:00
5833,2000-11-12 14:35:00
5834,2000-11-12 15:40:00
5835,2000-11-12 15:51:00
5836,2000-11-12 16:27:00
5837,2000-11-12 17:36:00
5838,2000-11-12 19:59:00
5839,2000-11-12 20:20:00
5840,2000-11-12 20:27:00
5841,2000-11-12 21:47:00
5842,2000-11-13 07:26:00
5843,2000-11-13 07:51:00
5844,2000-11-13 08:04:00
5845,2000-11-13 08:34:00
5846,2000-11-13 09:08:00
5847,2000-11-13 09:15:00
5848,2000-11-13 09:18:00
5849,2000-11-13 09:25:00
5850,2000-11-13 09:27:00
5851,2000-11-13 09:31:00
5852,2000-11-13 09:53:00
5853,2000-11-13 10:04:00
5854,2000-11-13 10:06:00
5855,2000-11-13 10:09:00
5856,2000-11-13 10:16:00
5857,2000-11-13 10:17:00
5858,2000-11-13 10:22:00
5859,2000-11-13 10:23:00
5860,2000-11-13 10:31:00
5861,2000-11-13 11:49:00
5862,2000-11-13 11:49:00
5863,2000-11-13 11:50:00
5864,2000-11-13 11:50:00
5865,2000-11-13 12:02:00
5866,2000-11-13 12:04:00
5867,2000-11-13 12:15:00
5868,2000-11-13 12:16:00
5869,2000-11-13 12:44:00
5870,2000-11-13 13:18:00
5871,2000-11-13 13:39:00
5872,2000-11-13 13:40:00
5873,2000-11-13 13:41:00
5874,2000-11-13 14:31:00
5875,2000-11-13 14:46:00
5876,2000-11-13 14:50:00
5877,2000-11-13 15:28:00
5878,2000-11-13 15:28:00
5879,2000-11-13 15:29:00
5880,2000-11-13 15:33:00
5881,2000-11-13 15:50:00
5882,2000-11-13 16:02:00
5883,2000-11-13 16:42:00
5884,2000-11-13 16:43:00
5885,2000-11-13 17:02:00
5886,2000-11-13 17:09:00
5887,2000-11-13 17:22:00
5888,2000-11-13 17:32:00
5889,2000-11-13 19:09:00
5890,2000-11-13 19:10:00
5891,2000-11-13 20:43:00
5892,2000-11-14 07:40:00
5893,2000-11-14 08:01:00
5894,2000-11-14 09:19:00
5895,2000-11-14 09:25:00
5896,2000-11-14 09:33:00
5897,2000-11-14 10:02:00
5898,2000-11-14 10:21:00
5899,2000-11-14 10:23:00
5900,2000-11-14 10:41:00
5901,2000-11-14 11:13:00
5902,2000-11-14 11:28:00
5903,2000-11-14 12:03:00
5904,2000-11-14 12:05:00
5905,2000-11-14 12:51:00
5906,2000-11-14 13:30:00
5907,2000-11-14 14:33:00
5908,2000-11-14 14:59:00
5909,2000-11-14 15:14:00
5910,2000-11-14 15:16:00
5911,2000-11-14 15:31:00
5912,2000-11-14 15:37:00
5913,2000-11-14 15:52:00
5914,2000-11-14 16:16:00
5915,2000-11-14 16:17:00
5916,2000-11-14 16:36:00
5917,2000-11-14 16:40:00
5918,2000-11-14 16:58:00
5919,2000-11-14 17:01:00
5920,2000-11-14 17:26:00
5921,2000-11-14 18:21:00
5922,2000-11-14 18:35:00
5923,2000-11-15 07:31:00
5924,2000-11-15 07:39:00
5925,2000-11-15 08:02:00
5926,2000-11-15 08:29:00
5927,2000-11-15 08:49:00
5928,2000-11-15 09:01:00
5929,2000-11-15 09:03:00
5930,2000-11-15 09:03:00
5931,2000-11-15 09:48:00
5932,2000-11-15 10:05:00
5933,2000-11-15 10:16:00
5934,2000-11-15 10:28:00
5935,2000-11-15 10:37:00
5936,2000-11-15 11:02:00
5937,2000-11-15 11:10:00
5938,2000-11-15 11:15:00
5939,2000-11-15 11:41:00
5940,2000-11-15 12:01:00
5941,2000-11-15 12:42:00
5942,2000-11-15 13:18:00
5943,2000-11-15 13:22:00
5944,2000-11-15 15:31:00
5945,2000-11-15 15:32:00
5946,2000-11-15 15:47:00
5947,2000-11-15 16:05:00
5948,2000-11-15 16:10:00
5949,2000-11-15 16:20:00
5950,2000-11-15 17:02:00
5951,2000-11-15 19:31:00
5952,2000-11-15 19:45:00
5953,2000-11-16 06:15:00
5954,2000-11-16 07:29:00
5955,2000-11-16 08:15:00
5956,2000-11-16 09:13:00
5957,2000-11-16 09:33:00
5958,2000-11-16 10:54:00
5959,2000-11-16 11:06:00
5960,2000-11-16 11:07:00
5961,2000-11-16 11:19:00
5962,2000-11-16 11:22:00
5963,2000-11-16 11:33:00
5964,2000-11-16 11:49:00
5965,2000-11-16 11:52:00
5966,2000-11-16 11:59:00
5967,2000-11-16 12:44:00
5968,2000-11-16 12:53:00
5969,2000-11-16 13:22:00
5970,2000-11-16 13:24:00
5971,2000-11-16 13:30:00
5972,2000-11-16 14:02:00
5973,2000-11-16 14:14:00
5974,2000-11-16 14:22:00
5975,2000-11-16 14:27:00
5976,2000-11-16 14:32:00
5977,2000-11-16 14:42:00
5978,2000-11-16 14:44:00
5979,2000-11-16 14:49:00
5980,2000-11-16 15:05:00
5981,2000-11-16 15:08:00
5982,2000-11-16 15:12:00
5983,2000-11-16 16:15:00
5984,2000-11-16 16:31:00
5985,2000-11-16 17:46:00
5986,2000-11-16 18:17:00
5987,2000-11-17 07:33:00
5988,2000-11-17 08:30:00
5989,2000-11-17 09:29:00
5990,2000-11-17 10:19:00
5991,2000-11-17 10:24:00
5992,2000-11-17 10:42:00
5993,2000-11-17 14:06:00
5994,2000-11-17 14:36:00
5995,2000-11-17 15:05:00
5996,2000-11-17 17:15:00
5997,2000-11-17 17:50:00
5998,2000-11-18 07:20:00
5999,2000-11-18 12:29:00
6000,2000-11-18 12:56:00
6001,2000-11-18 13:01:00
6002,2000-11-19 10:29:00
6003,2000-11-19 12:39:00
6004,2000-11-19 18:32:00
6005,2000-11-19 20:11:00
6006,2000-11-20 08:35:00
6007,2000-11-20 08:50:00
6008,2000-11-20 09:36:00
6009,2000-11-20 10:02:00
6010,2000-11-20 10:12:00
6011,2000-11-20 10:26:00
6012,2000-11-20 10:27:00
6013,2000-11-20 10:50:00
6014,2000-11-20 11:00:00
6015,2000-11-20 11:42:00
6016,2000-11-20 12:09:00
6017,2000-11-20 12:21:00
6018,2000-11-20 12:48:00
6019,2000-11-20 13:04:00
6020,2000-11-20 14:20:00
6021,2000-11-20 15:25:00
6022,2000-11-20 15:28:00
6023,2000-11-20 15:29:00
6024,2000-11-20 15:46:00
6025,2000-11-20 16:34:00
6026,2000-11-20 16:42:00
6027,2000-11-20 16:44:00
6028,2000-11-20 16:59:00
